id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
15995355,Vibrant NEW Montford apartment- walk to downtown,62667,Heather,,28801,35.60223,-82.56071,Entire home/apt,125,2,128,2019-11-24,3.50,1,167
16003488,Affordable downtown penthouse. The best deal!!!,46001530,Jonathan,,28801,35.59206,-82.55657,Entire home/apt,140,2,51,2019-11-11,1.41,11,343
16024372,New Tiny House near Downtown and Blue Ridge!,1178227,Karen,,28805,35.59066,-82.50235,Entire home/apt,90,2,238,2019-11-26,6.51,1,221
16029611,Urban Hippie West Asheville Sanctuary,20108786,Natalie,,28806,35.56572,-82.63134,Entire home/apt,120,3,35,2019-11-10,1.23,1,87
16037508,Home for 6-7 People in South Asheville,37737144,Kwadwo,,28704,35.47564,-82.50121,Private room,120,1,23,2019-10-06,0.63,4,350
16046793,The Lima Bean -  Bright Cozy 2bd/1ba Artist's home,3776782,Kim,,28804,35.63567,-82.58629,Entire home/apt,135,2,109,2019-11-24,3.27,1,83
16060869,Downtown Asheville Lookout,36518892,Brian,,28801,35.61129,-82.55516,Private room,79,1,145,2019-11-10,3.99,2,350
16147877,Sandy's Place,27942972,Candace,,28803,35.57903,-82.53332,Entire home/apt,125,2,151,2019-11-17,4.18,1,56
16155218,Great One Bedroom Get-Away,2635351,Bob,,28704,35.48866,-82.59219,Entire home/apt,100,2,78,2019-11-13,2.17,1,358
16185806,Come Surf on our Couch,48579050,Melissa,,28704,35.48385,-82.52803,Shared room,22,1,136,2019-11-05,3.81,2,175
16186167,Check in a stranger leave a friend!,48579050,Melissa,,28704,35.48402,-82.52789,Private room,40,1,109,2019-10-27,3.02,2,176
16203903,The Parkwood Tree House,105838974,Leland,,28804,35.63599,-82.58341,Entire home/apt,109,2,180,2019-11-11,5.08,3,59
16211914,Discover Asheville from the Urban Craftsman,100026513,Bob,,28801,35.60445,-82.54428,Entire home/apt,162,3,142,2019-11-24,3.97,2,68
16267469,"1 BDRM Cottage, 2.5 miles from downtown!",22763355,Nessa,,28803,35.56353,-82.51167,Entire home/apt,54,30,23,2019-04-14,0.65,2,158
16267550,Lush Bohemian Downstairs Rooms - Near West AVL,106302016,Veris & Ahinka,,28806,35.57271,-82.61429,Private room,66,1,100,2019-11-11,2.79,1,18
16284468,Downton Shabby,100789740,Carrie,,28806,35.59344,-82.66057,Entire home/apt,99,2,96,2019-11-23,2.99,3,161
16294435,"Retro Asheville Ranch - 3 bedrooms, lots of room!",42678716,JC And John,,28704,35.47318,-82.50433,Entire home/apt,100,2,73,2019-11-10,2.06,1,140
16350883,The exact location you want to be!,5885539,Amber,,28806,35.57393,-82.57212,Entire home/apt,88,1,247,2019-11-03,6.87,1,338
16378928,Best views in South Asheville,61848035,Jack,,28704,35.48461,-82.50869,Entire home/apt,195,2,30,2019-11-06,0.98,1,328
16384751,Comfortable room with queen bed,106333993,Rob,,28806,35.58369,-82.60793,Private room,35,1,118,2019-11-24,3.49,1,177
16446590,MicroLuxe in Heart of Downtown,427027,Celeste,,28801,35.59756,-82.55512,Entire home/apt,170,2,91,2019-11-24,2.70,10,348
16451105,Luxurious Asheville Nest in City Center Near Pack Square,1329460,Tamera,,28801,35.59592,-82.55394,Entire home/apt,175,3,34,2019-11-24,1.73,4,331
16476358,Private Suite: Walk to Biltmore and Breweries,41653391,Michael And Amanda,,28803,35.56713,-82.52681,Entire home/apt,98,1,251,2019-11-23,7.08,1,50
16477857,Live in a Work of Art!,108161472,Sam,,28801,35.59878,-82.5639,Entire home/apt,129,2,181,2019-11-08,5.11,1,74
16490888,Mountain View Bungalow in Town,6543726,Monica,,28805,35.60243,-82.53373,Entire home/apt,340,2,38,2019-11-08,1.12,1,300
16505517,Stay on Most Scenic Mountain within City Limits,24671631,Crissy,,28804,35.61465,-82.53209,Private room,90,1,3,2017-01-01,0.08,1,0
16506906,Peaceful Home Away From Home,10041525,Michele,,28806,35.57775,-82.64679,Entire home/apt,99,1,249,2019-11-12,7.48,1,325
16512718,Quiet North Asheville Retreat,32179484,Kevin,,28804,35.65037,-82.55007,Entire home/apt,100,2,47,2019-11-10,2.99,1,0
16532936,Cozy 3Bed+2b But yet So convenient,28704049,Vince,,28806,35.53226,-82.61044,Entire home/apt,100,2,50,2019-09-30,1.48,1,340
16533200,Mountain Getaway close to downtown and Grove Park,108761817,Morris,,28804,35.62779,-82.52998,Entire home/apt,99,1,128,2019-11-03,3.69,2,175
16559799,"Acorn Acre Organic Tiny House, edge of Asheville",45138420,Bonnie,,28803,35.55069,-82.5143,Entire home/apt,80,2,75,2018-06-16,2.18,1,0
16566334,Comfy Asheville Cottage with Private Fenced Yard,15086526,Smithson,,28806,35.54921,-82.62796,Entire home/apt,124,1,211,2019-11-18,6.93,1,150
16566932,West Asheville Carriage House,109123783,Beverly,,28806,35.58019,-82.60886,Entire home/apt,137,2,139,2019-11-17,4.12,2,338
16583758,Mountain Retreat City Convenience.,35166807,Nicholas,,28806,35.52338,-82.61592,Entire home/apt,100,2,49,2019-11-10,1.57,3,352
16587446,Spacious Downtown Asheville Loft,78507878,Andrew & Ashlie,,28801,35.59549,-82.55288,Entire home/apt,310,2,178,2019-11-11,5.13,1,324
16603497,Treehouse Chalet above Downtown!,8051732,Pamela,,28805,35.59341,-82.53755,Entire home/apt,159,2,153,2019-11-27,4.44,2,236
16603859,Historic 1950s Tiny Home - $6 Uber to Downtown,8051732,Pamela,,28805,35.59434,-82.53719,Entire home/apt,169,2,98,2019-11-06,2.90,2,353
16627563,Walking Distance To Downtown-South Slope-River Art,30073217,Kendra & Kyle,,28801,35.58873,-82.55911,Private room,85,1,96,2019-11-03,2.82,1,2
16636978,Cozy private apartment minutes from Sierra Nevada,59949913,Ashley,,28732,35.43193,-82.52656,Private room,60,1,46,2019-10-27,1.45,1,347
16652322,Boho-Chic Downtown Loft,427027,Celeste,,28801,35.5956,-82.55388,Entire home/apt,230,1,114,2019-11-24,3.26,10,346
16660917,"Sweet Cottage With Hot Tub, Near Downtown",16526258,Amanda,,28804,35.63011,-82.58169,Entire home/apt,175,1,27,2019-10-05,0.91,1,16
16663252,Walkable West Asheville Home in the Trees,16954978,Phaedra,,28806,35.58287,-82.5959,Entire home/apt,120,30,1,2019-08-07,0.26,2,358
16670320,6 Bedroom 4 Bathroom Duplex With Wooded Privacy,35166807,Nicholas,,28806,35.52388,-82.61718,Entire home/apt,299,2,31,2019-11-03,1.11,3,159
16673727,Room in cozy bungalow,32438621,Ashley,,28704,35.45131,-82.50859,Private room,25,1,37,2017-10-01,1.09,1,56
16733596,Boutique Room in Tranquil Surroundings Three Blocks to Town,1884805,Elizabeth,,28801,35.5983,-82.5583,Private room,95,1,354,2019-11-27,10.86,2,308
16742264,Front Private room w King Bed,57405998,Cody,,28806,35.58405,-82.60708,Private room,45,1,153,2019-11-13,4.72,3,0
16774726,Bungalow...a Slight Scottish Reflection.,111386122,Christopher,,28804,35.61457,-82.5511,Entire home/apt,175,3,155,2019-11-17,4.57,1,8
16810083,EXPLORE ASHEVILLE,84799065,Cameron & Sarah,,28801,35.57399,-82.55849,Private room,69,1,379,2019-11-27,11.00,1,76
16826141,Stunning Barn Loft Just Outside of Asheville,49736754,Joy,,28805,35.58632,-82.48717,Entire home/apt,250,2,21,2019-11-10,0.66,1,359
16832848,The Rockwell- Spacious River Arts District Home,81192738,Josh And Suzanna,,28806,35.58136,-82.5702,Entire home/apt,200,3,49,2019-11-24,1.50,1,328
16846899,Oasis close to downtown,112183018,Melissa,,28801,35.60795,-82.56086,Entire home/apt,150,1,172,2019-11-11,5.10,1,349
16868257,Taylor Ranch Retreat - Secluded yet close to Asheville,112407742,William,,28732,35.46213,-82.46833,Entire home/apt,237,2,1,2019-11-10,1,1,258
16937948,Avery's Creek,96187307,Steve,,28704,35.44121,-82.57294,Entire home/apt,2175,1,29,2019-10-21,0.95,28,290
16937957,Cove Cottage,96187307,Steve,,28805,35.6103,-82.52244,Entire home/apt,585,1,21,2019-10-28,0.67,28,350
16937982,The Reed Cottage at Biltmore Village; Perfect for 30-day Exec. Rental,96187307,Steve,,28803,35.56311,-82.53946,Entire home/apt,275,1,4,2018-07-16,0.12,28,331
16937995,Upstream Cottage,96187307,Steve,,28806,35.56783,-82.56626,Entire home/apt,790,1,42,2019-11-10,1.29,28,300
16937997,Asheville Cabin,96187307,Steve,,28804,35.62512,-82.52979,Entire home/apt,1075,1,54,2019-11-24,1.70,28,327
16938004,Summit Cottage,96187307,Steve,,28803,35.56154,-82.54096,Entire home/apt,10000,1,4,2018-01-01,0.14,28,0
16977918,Cedar Cabin with Forest Canopy Deck,4331962,Johnny,,28805,35.6138,-82.52098,Entire home/apt,149,2,203,2019-11-17,5.97,4,336
17036413,"Clean, Comfy and Convenient S. Asheville Condo",52034787,Jessie,,28704,35.46838,-82.51056,Entire home/apt,89,2,32,2019-11-17,0.95,1,168
17039544,Casa Gaia Apothecary Corner,114343280,Hannah,,28806,35.58524,-82.58653,Private room,55,2,1,2017-02-19,0.03,1,0
17095670,Downtown Escape!,46001530,Jonathan,,28801,35.59407,-82.55741,Entire home/apt,125,1,103,2019-11-24,3.05,11,353
17116810,Beaucatcher Mountain Retreat,114884102,Debbie,,28805,35.59648,-82.53603,Private room,78,1,120,2019-11-24,3.71,1,50
17124352,Comfy and Tidy Room in Sunny Peaceful Home,110533742,Kat,,28806,35.58307,-82.61051,Private room,40,1,93,2018-07-01,2.75,1,0
17140023,Beautiful Home in Historic Montford by Downtown,115227864,Penny,,28801,35.59993,-82.55895,Entire home/apt,70,1,84,2019-11-03,2.46,1,8
17155164,"Beautiful Mountain Views, 5 min to Downtown",21539203,Dorothy,,28805,35.59236,-82.53623,Entire home/apt,99,1,292,2019-11-16,8.77,2,338
17157429,"Explore AVL from this Stylish, Cozy Apartment",106315653,Jennifer,,28801,35.60338,-82.54882,Entire home/apt,129,3,137,2019-11-24,4.06,1,309
17206606,Clean & Simple Room in Charming North Asheville,64607524,Sarah,,28801,35.61218,-82.56962,Private room,75,1,70,2019-11-24,2.07,2,88
17240001,Modern Suite In Walkable Community Minutes To DT,31330448,Chris,,28801,35.60267,-82.57156,Entire home/apt,115,2,17,2018-10-21,0.51,1,0
17251841,The Green Bungalow,40593086,Audra,,28803,35.55617,-82.53177,Private room,60,2,35,2019-05-05,1.16,1,0
17310280,Tiny House - Giant Views,21600570,Kim,,28804,35.62254,-82.5334,Entire home/apt,185,2,227,2019-11-19,6.82,2,138
17326028,Asheville's Famous Pink House,28424329,Tim,,28804,35.62014,-82.54891,Private room,175,1,0,,,2,0
17345566,Skye Haven - Views! Romantic getaway 3 mi. to town,117176518,Marilyn,,28804,35.62624,-82.52058,Entire home/apt,249,2,5,2019-07-07,0.26,1,314
17364637,Apartment with Private entrance and Private Bath.,117325142,Kern And Anne,,28806,35.59442,-82.63269,Entire home/apt,72,1,313,2019-11-23,9.43,1,264
17364692,Lovely city garden apartment at the Little Farm,4314310,L J,,28803,35.57507,-82.53515,Entire home/apt,75,2,220,2019-11-17,6.56,1,242
17395670,Charming Red Roof Home In Tiny Farms,41521900,Yasmin,,28806,35.61676,-82.64108,Entire home/apt,92,2,118,2019-11-25,3.69,1,303
17403585,ADVENTURE LAUNCH PAD,117659309,Helen,,28806,35.61801,-82.58256,Entire home/apt,250,1,119,2019-11-25,3.68,1,341
17416267,"Downtown and Biltmore, Convenient and Cozy!",25041828,Sarah,,28803,35.56657,-82.52245,Entire home/apt,73,1,30,2019-11-24,2.88,4,358
17446056,Front Porch Charm - Minutes from downtown,21600570,Kim,,28804,35.62945,-82.58737,Entire home/apt,167,2,123,2019-11-15,3.83,2,152
17464124,Tiny House - Must Love Dogs,78245506,Amy,,28806,35.62505,-82.62981,Entire home/apt,125,1,22,2019-11-10,2.56,1,72
17476061,Charming Craftsman in Montford. Walk to downtown.,113604576,Gayla,,28801,35.59267,-82.5675,Private room,54,2,81,2019-11-11,2.50,1,66
17494425,Another room in a 1910 House near downtown,96812198,Charlotte,,28801,35.60648,-82.55804,Private room,55,1,55,2019-11-03,1.89,3,0
17545740,"Comfortable, quiet room close to area attractions",73408000,Lorraine,,28732,35.427,-82.51091,Private room,38,3,0,,,1,0
17552287,Family Friendly Apartment in Beautiful North Asheville,119106320,Alison,,28804,35.63834,-82.54864,Private room,65,2,127,2019-11-24,4.44,1,143
17587855,Cozy-Modern-Simple West Asheville Apartment,4436576,Kara,,28806,35.57438,-82.58806,Entire home/apt,95,2,101,2019-11-17,3.17,1,142
17591050,Historic Home Near Downtown Asheville Pvt Bed/Bath,119510171,Debbie,,28804,35.61217,-82.55136,Private room,52,1,231,2019-11-26,7.01,2,0
17602726,"""Perfect location, beautiful home"" - Private Suite",93554832,Anne Marie,,28803,35.57988,-82.54037,Private room,92,2,118,2019-11-10,3.62,2,355
17606368,Hidden Cove Cabin,96187307,Steve,,28805,35.61614,-82.52062,Entire home/apt,2525,1,30,2019-11-03,1.10,28,305
17606369,"Downtown Asheville in Biltmore Village; luxurious flat, restaurants & more!",96187307,Steve,,28803,35.56544,-82.54232,Entire home/apt,350,1,11,2018-09-30,0.36,28,0
17618702,Mountain Chalet close to Biltmore,71812166,Heidi & Ricky,,28806,35.5565,-82.60182,Entire home/apt,225,3,105,2019-11-17,3.27,6,340
17634705,"Warm, Relaxed Home in West Asheville",74769459,Ellen,,28806,35.5807,-82.59487,Entire home/apt,99,1,198,2019-11-17,6.07,1,0
17638102,True Asheville B&B- Wall Street Room- 2nd Floor,1786031,Emilie,,28801,35.60266,-82.5505,Private room,209,20,0,,,2,61
17638575,West Side Botanical Retreat,82111852,Melissa,,28806,35.57986,-82.60331,Entire home/apt,200,2,50,2018-12-29,1.57,1,146
17648416,Enjoy the Old Fashioned Wood Burning Stove in Cozy Bungalow,1786031,Emilie,,28801,35.60224,-82.54886,Entire home/apt,120,2,60,2019-11-10,1.94,2,102
17649947,Private Studio–Walk to West Asheville,71857225,Robert,,28806,35.58454,-82.60553,Entire home/apt,74,2,166,2019-11-24,5.10,2,83
17653835,Just West of West Asheville Studio,35987403,Betsy,,28806,35.56778,-82.63225,Entire home/apt,80,2,131,2019-10-31,4.11,1,99
17697321,"""Super Close to Everything,""  Private Studio",93554832,Anne Marie,,28803,35.57938,-82.53899,Entire home/apt,87,2,149,2019-11-17,4.58,2,351
17718592,"Comfy 4br Home, Great Location, 15 min to Downtown",5850001,Julie,,28806,35.56938,-82.63659,Entire home/apt,99,2,123,2019-11-23,3.80,1,159
17726977,Lovely Private Suite Close to Biltmore & Downtown,4448420,Jane,,28803,35.56435,-82.51964,Private room,99,1,94,2019-11-17,4.93,1,82
17743775,Orchard House,25198720,Cooper,,28805,35.65381,-82.47661,Entire home/apt,149,8,1,2018-07-23,0.06,2,115
17773135,Artsy Flat in Historic Montford,90363024,Erika,,28801,35.60213,-82.5651,Private room,62,1,195,2019-09-29,6.07,1,56
17780854,Serene Private Bed & Bath for Female Travelers,87524887,Lisa,,28805,35.64479,-82.47351,Private room,60,2,53,2019-11-05,1.64,1,176
17787933,Urban Oasis in Asheville,12844896,Stephanie,,28804,35.64483,-82.52396,Entire home/apt,100,2,94,2019-11-19,3.01,1,122
17826503,Mountain Chalet Guesthouse Minutes From Town!,19159885,Elaine,,28803,35.55547,-82.48416,Entire home/apt,176,1,342,2019-11-20,10.97,2,0
17861930,Magical large apartment downtown!,46001530,Jonathan,,28801,35.59426,-82.55795,Entire home/apt,135,1,135,2019-11-11,4.14,11,352
17908639,Country in the City Family Fun!,13167283,Ona,,28806,35.5738,-82.62386,Entire home/apt,180,2,21,2019-07-13,0.66,2,0
17917678,Lovely Private Apt. - Historic Home & Neighborhood,122832025,Elizabeth,,28801,35.60876,-82.56772,Entire home/apt,130,2,106,2019-11-17,3.48,1,344
17923086,Riverside Bungalow - 2 miles to Downtown AVL!,35012995,Ben,,28804,35.62506,-82.57751,Entire home/apt,125,3,20,2019-11-11,0.66,4,260
17924964,Country Living in Asheville,375717,Jaya,,28806,35.56623,-82.62009,Private room,80,2,31,2018-10-06,0.96,1,0
17928351,Gorgeous View & Easy Drive to Downtown!,21691039,Liesbeth,,28804,35.64978,-82.53984,Entire home/apt,150,2,11,2019-10-20,0.43,1,0
17935396,Retreat on Town Mountain,5522323,Jovita,,28804,35.60999,-82.53958,Entire home/apt,145,2,93,2019-11-18,3.57,1,63
17940913,West Asheville Bungalow Close to Everything,12885729,Ellen,,28806,35.57748,-82.57354,Entire home/apt,100,1,0,,,1,0
17971183,Top ten - Beer city - Asheville,123412496,Sunny (Janine),,28715,35.57051,-82.65835,Entire home/apt,150,3,4,2017-10-22,0.13,1,1
17975156,Haw Creek Quiet II,36222316,Ric,,28805,35.60005,-82.505,Private room,45,1,214,2019-02-03,6.60,3,0
18017043,Dragonfly Cottage,37159729,Paula,,28801,35.58852,-82.55798,Private room,90,2,180,2019-11-15,5.65,2,84
18018230,"Dragonfly Cottage II ,  Cozy Cottage in Downtown",37159729,Paula,,28801,35.58771,-82.55785,Private room,90,2,144,2019-11-24,4.51,2,87
18022683,The West Asheville Loft,109123783,Beverly,,28806,35.58115,-82.60931,Entire home/apt,125,2,180,2019-11-17,5.57,2,335
18040182,NEW Contemporary Apt-AshevilleMall-7mins Downtown,39326139,Nelson,,28805,35.57946,-82.52895,Entire home/apt,90,2,123,2019-11-24,3.84,1,74
18055958,Mountaintop Hideaway,6758788,Bonnie,,28801,35.59561,-82.53971,Entire home/apt,95,10,15,2019-10-18,0.56,1,276
18057215,Haw Creek Quiet I & II,36222316,Ric,,28805,35.60027,-82.50336,Private room,75,1,13,2019-01-01,0.43,3,0
18077196,"Cozy Log Cabin, Lower Level Apt-private entrance.",98822333,Sherry,,28806,35.58221,-82.64612,Entire home/apt,100,2,38,2019-11-17,1.76,1,132
18092896,River Arts Comfy Getaway,124606231,Colleen And Dave,,28801,35.58988,-82.56772,Entire home/apt,105,2,186,2019-11-17,6.20,1,0
18119864,Sunnyside,124856505,Kate,,28804,35.64745,-82.519,Private room,64,3,2,2019-06-01,0.07,1,146
18121899,Casa de Lobos - N. Asheville,42518767,,,28804,35.64542,-82.52926,Entire home/apt,79,1,81,2019-11-10,2.56,1,75
18122227,Close to Everything in Beautiful Asheville,124879173,Deborah,,28806,35.5523,-82.63518,Private room,60,2,57,2019-11-10,1.80,1,78
18151750,Gashes Fluss Haus,36948751,Paul,,28803,35.56063,-82.48724,Entire home/apt,120,1,399,2019-11-25,12.49,1,121
18153024,Zen Home,1931430,Ana,,28801,35.58239,-82.55943,Private room,120,2,21,2019-11-10,0.69,3,331
18178954,Luxury Suite with Blissful Comforts,5366546,Raymond,,28804,35.61745,-82.55694,Entire home/apt,129,2,67,2019-11-18,2.16,1,265
18179308,Mountain View Getaway,123441843,Amber,,28715,35.514,-82.66135,Entire home/apt,115,2,67,2019-11-10,2.15,1,68
18264441,Cute Craftsman Asheville Retreat!,67787434,Alli,,28806,35.55403,-82.6301,Private room,32,1,134,2019-11-25,4.69,2,72
18305230,Mountaintop Sanctuary,49658197,Lena,,28805,35.60437,-82.48672,Private room,75,1,18,2018-11-09,0.70,1,0
18308309,"Downtown Inn Asheville, NC #2-King",96305927,Narendra,,28801,35.59302,-82.55647,Private room,150,1,5,2019-11-08,0.16,10,339
18308656,"Downtown Inn Asheville, NC #3-King",96305927,Narendra,,28801,35.59455,-82.55651,Private room,150,1,10,2019-10-15,0.32,10,339
18308869,"Downtown Inn Asheville, NC #4-King",96305927,Narendra,,28801,35.59335,-82.55588,Private room,150,1,10,2019-11-09,0.34,10,338
18308979,"Downtown Inn Asheville, NC #5-King",96305927,Narendra,,28801,35.59406,-82.5577,Private room,150,1,8,2018-10-05,0.26,10,338
18309080,"Downtown Inn Asheville, NC #6-King",96305927,Narendra,,28801,35.59333,-82.55624,Private room,150,1,5,2018-04-29,0.16,10,338
18322086,Private Country Bungalow 10-12 minutes to town,7934829,Joanna,,28805,35.62214,-82.5073,Entire home/apt,198,2,88,2019-11-17,3.35,1,152
18326331,Asheville Adventure Launch Pad,122737930,Kate,,28801,35.59871,-82.56638,Entire home/apt,90,1,154,2019-09-02,5.17,1,0
18343468,"Mid-Century Mountain, With Whiskers, Chemical Free",6732523,Rebecca,,28803,35.56097,-82.5147,Private room,45,2,28,2018-07-30,0.91,1,0
18374305,West Asheville Woodland Retreat,8363482,Santina,,28806,35.56694,-82.6206,Private room,65,1,118,2019-11-17,3.75,1,80
18375617,Cozy Mountain Cottage,56410675,AJ & Jenn,,28803,35.53755,-82.48929,Entire home/apt,128,2,137,2019-11-25,4.39,1,77
18385101,ENJOY the DANCE of SUNLIGHT in East Asheville,127340971,Summer,,28805,35.61646,-82.49527,Entire home/apt,92,2,83,2019-11-24,2.66,1,5
18389884,"Downtown Inn Asheville, NC  #7-King",96305927,Narendra,,28801,35.59459,-82.556,Private room,150,1,27,2019-08-17,1.04,10,339
18393059,Charming Arts & Crafts home in West Asheville,29296555,Kaylen,,28806,35.58151,-82.57813,Private room,65,1,70,2019-10-21,2.26,1,80
18395523,Private Relaxation close to Asheville & Biltmore,44038705,Kimberly,,28803,35.56759,-82.52867,Entire home/apt,90,1,256,2019-10-27,8.27,1,0
18404153,"Downtown Inn Asheville, NC #8-Double",96305927,Narendra,,28801,35.59302,-82.55767,Private room,150,1,28,2019-05-10,0.90,10,334
18405483,"Downtown Inn Asheville, NC #9-Double",96305927,Narendra,,28801,35.5936,-82.55776,Private room,150,1,39,2019-10-07,1.27,10,331
18406520,"Downtown Inn Asheville, NC #10-Double",96305927,Narendra,,28801,35.59482,-82.55604,Private room,150,1,28,2019-10-14,0.92,10,335
18422959,The Red Rooster Bungalow,127670039,Mikael,,28806,35.57941,-82.6094,Entire home/apt,145,1,179,2019-11-17,5.74,1,341
18431805,"Modern Suite by New Belgium, River Arts District",127748325,Will And Marian,,28806,35.58287,-82.57151,Entire home/apt,85,1,178,2019-11-25,7.15,1,174
18432514,Kitty Shangra La in Family Home with Hot Tub!,1570381,Laeo,,28805,35.60538,-82.49482,Private room,62,1,34,2019-03-03,1.12,1,0
18466431,My Green Escape,32651476,Tom,,28805,35.62251,-82.47728,Entire home/apt,76,2,198,2019-11-25,6.50,3,294
18471514,Robin's Nest for Families and Friends,7765711,Robin,,28805,35.61738,-82.50353,Entire home/apt,90,2,60,2019-11-24,1.94,1,2
18472679,"Asheville one bedroom apt, 5 min from downtown.",128122319,Eric,,28806,35.59768,-82.60878,Entire home/apt,74,1,1,2017-05-21,0.03,1,0
18473371,West Asheville Bamboo Bungalow near French Broad River,128125554,Austin,,28806,35.56914,-82.56945,Entire home/apt,199,2,85,2019-11-24,2.79,2,250
18487194,Budget Squad Bunker,65499332,Elizabeth,,28803,35.57046,-82.52896,Entire home/apt,90,1,106,2019-11-24,3.84,1,343
18502022,Clean comfortable studio with large washer & dryer,58634762,Peter And Jackie,,28715,35.55141,-82.66094,Private room,69,2,47,2019-11-03,1.65,2,347
18510280,1920s Asheville Bungalow,87397,Evan,,28801,35.61067,-82.55907,Private room,65,1,122,2019-07-28,3.97,1,0
18521819,Convenient + modern spot:  central North Asheville,73600074,Joel,,28804,35.63592,-82.53503,Entire home/apt,95,2,189,2019-11-24,6.05,1,248
18525895,Porch Living in West Asheville,10111189,Ben,,28806,35.57248,-82.57737,Private room,70,2,22,2019-02-18,0.72,1,0
18566844,"Cozy, Quiet, Walk to Downtown",3868549,Marty,,28801,35.60428,-82.54884,Private room,83,2,88,2019-11-06,2.82,2,18
18592860,Be a Local: Only 2 Miles to Downtown Asheville,38850258,Katie,,28806,35.59759,-82.5918,Entire home/apt,119,1,50,2019-11-17,1.64,1,83
18599205,COZY WALKABLE WEST ASHEVILLE MODERN SUITE,48064538,Gael,,28806,35.58399,-82.57548,Entire home/apt,75,2,115,2019-10-30,4.22,1,69
18616393,Central AVL - 2BD/1BA Hideaway - 5min to DT,91729665,Timothy,,28805,35.58998,-82.51724,Entire home/apt,79,1,42,2019-10-20,1.51,1,131
18627613,Private apartment w/ kitchen and laundry,85284621,Jay,,28806,35.51099,-82.61195,Entire home/apt,73,1,118,2019-11-17,4.96,1,307
18716194,Blue Ridge Fire Tower,130138003,Kristyn,,28805,35.61086,-82.48748,Entire home/apt,270,2,103,2019-11-07,3.38,1,323
18721359,The Acorn Guesthouse,32221473,Randy,,28803,35.56916,-82.52562,Entire home/apt,62,30,1,2019-10-31,1,2,190
18731242,Asheville Luxury Retreat - 15 min to Biltmore,11601753,Anita,,28704,35.46242,-82.59817,Entire home/apt,600,2,47,2019-11-10,1.64,1,155
18751432,LOCATION : 2 mi to Downtown/Breweries/restaurants,130451455,Angelica,,28805,35.58631,-82.53107,Entire home/apt,299,1,45,2019-11-03,1.52,1,353
18753699,"Tiny retreat just off the interstate, Shared Bath",8631226,Drew,,28805,35.58528,-82.46236,Private room,55,1,36,2019-11-11,1.18,3,85
18754939,Cozy Cool Farmstead Studio!,130485282,Matt,,28806,35.62683,-82.61411,Entire home/apt,62,1,108,2019-11-17,3.51,1,171
18776404,North Liberty House,2285909,Gretchen,,28801,35.60704,-82.55182,Private room,99,1,104,2019-11-12,3.38,3,360
18784621,"Downtown love, downtown life.",46001530,Jonathan,,28801,35.59283,-82.55703,Entire home/apt,105,1,138,2019-11-08,4.50,11,162
18825741,"Luxurious master suite, spa bath, private porch",20537619,Jane,,28805,35.59873,-82.48356,Private room,125,1,2,2019-10-21,0.12,4,1
18907430,North Liberty House 2,2285909,Gretchen,,28801,35.60739,-82.55096,Private room,84,1,85,2019-11-10,2.79,3,360
18910863,Magical Mountain Mod Near Downtown,27754937,Lauryl,,28804,35.62217,-82.56178,Entire home/apt,79,2,122,2019-11-11,4.05,2,116
18918238,Asheville Getaway...Fenced in Backyard!,2439734,Jacob,,28715,35.56421,-82.6687,Entire home/apt,79,2,220,2019-11-21,7.22,1,337
18928361,The Azalea Cabin,96462574,OM Sanctuary,,28806,35.61045,-82.58027,Entire home/apt,250,3,12,2019-01-01,0.43,1,146
18929549,Off the Beat Inn Path,131948090,Patty And Jim,,28805,35.59267,-82.47299,Entire home/apt,96,2,149,2019-11-26,4.89,1,320
18974593,Asheville Escape minutes to downtown! NEW FIRE PIT,123930099,Keith And Chan,,28805,35.62851,-82.46999,Entire home/apt,528,2,71,2019-11-10,2.46,1,333
18992152,Cozy Retro Camping Glamping Asheville Area,4148982,Michelle & Elizabeth,,28806,35.5774,-82.58324,Entire home/apt,99,3,13,2018-11-11,0.44,1,271
19006372,1908 Arts and Crafts Downtown,132605603,Cecilia  & A J,,28801,35.60032,-82.56242,Entire home/apt,125,1,173,2019-11-12,5.76,1,318
19029460,"Large private entry basement: modern, clean, airy.",90478266,Liana,,28732,35.4308,-82.52662,Entire home/apt,80,1,148,2019-11-10,4.93,2,157
19032051,Chestnut House,119642196,Naomi,,28806,35.57694,-82.59418,Entire home/apt,91,1,191,2019-11-17,6.31,1,158
19050500,West Asheville Hilltop Hideout,28404139,Blake,,28806,35.571,-82.6242,Entire home/apt,65,1,156,2019-11-03,5.19,1,173
19066373,Yellow Bungalow on Haywood,42676282,Amanda,,28806,35.58111,-82.59625,Entire home/apt,167,2,78,2019-11-16,2.64,3,357
19066512,"Entire Asheville Home - Walkable, Monthly Rental!",71125861,Rich,,28806,35.57735,-82.59786,Entire home/apt,95,30,3,2018-05-24,0.11,1,275
19077911,Bear Retreat,29250844,Jane,,28806,35.57586,-82.58988,Entire home/apt,150,30,8,2019-10-31,0.27,1,348
19085821,3BR home close to Asheville,133098658,Jonathan & Mia,,28704,35.47059,-82.50423,Entire home/apt,175,2,3,2018-05-28,0.10,1,0
